gene	pLI	LOEUF
TNFAIP3	0.99972	0.196
NUFIP2	0.99891	0.196
RIC8B	0.99892	0.196
IL1RAPL1	0.99886	0.197
POU2F2	0.99884	0.197
COPS4	0.99886	0.197
DNAJC13	1	0.197
XRN1	1	0.197
ANKRD12	1	0.197
PACSIN1	0.99887	0.197
RAPGEF2	1	0.197
ETS2	0.99888	0.197
HCFC2	0.99989	0.198
PAIP1	0.99884	0.198
LAMC1	1	0.198
SSBP3	0.99968	0.198
NEDD4L	1	0.198
KIAA0368	1	0.198
PDGFC	0.99374	0.198
KIAA2022	0.99968	0.198
IPO13	0.99998	0.198
PSMA5	0.99376	0.198
YY1	0.9938	0.198
ASXL3	1	0.199
PA2G4	0.99876	0.199
DLGAP2	0.99989	0.199
MPPED2	0.99349	0.199
CPSF7	0.99873	0.199
VCAN	1	0.199
PAX8	0.99869	0.2
PRKCE	0.99988	0.2
KCTD16	0.99329	0.2
KIF4A	0.99998	0.2
DAB2IP	0.99995	0.2
SIPA1L3	1	0.2
TOX	0.99869	0.2
NTNG2	0.99866	0.201
CLASP2	1	0.201
HERC2	1	0.201
DCAF8	0.9996	0.201
STIP1	0.99987	0.201
ACIN1	1	0.201
HSPA8	0.99863	0.201
RPL6	0.99326	0.201
SETDB1	1	0.201
NFIA	0.99959	0.202
RNF220	0.99958	0.202
JPH3	0.99855	0.202
CACNA1I	1	0.202
RFWD2	0.99994	0.202
STAT5A	0.99994	0.202
GATAD2A	0.99957	0.202
COL1A2	1	0.202
DMXL1	1	0.202
AP1G1	0.99998	0.202
OSBPL6	0.99999	0.202
USP19	0.99999	0.203
SMARCA2	1	0.203
ARHGAP21	1	0.203
CAMSAP2	0.99999	0.203
PHF1	0.99956	0.203
PRKCG	0.99985	0.203
KIAA1244	1	0.203
PDZD8	0.99984	0.203
BTBD11	0.99993	0.204
UNC5A	0.99983	0.204
CTDSP1	0.99254	0.204
CELF5	0.99844	0.204
RBM14	0.99843	0.204
TRAPPC10	0.99999	0.204
CYLD	0.99993	0.204
FTSJ1	0.99254	0.204
ATP9A	0.99999	0.205
BRSK1	0.99982	0.205
NFAT5	1	0.205
ATF7	0.9984	0.205
IL21R	0.99835	0.205
RBM39	0.99981	0.205
EIF4A2	0.99835	0.205
MORC2	0.99999	0.205
FBN2	1	0.205
ZC3H12B	0.99835	0.206
CSNK1G3	0.99947	0.206
PDE4D	0.9998	0.206
GNAL	0.99829	0.206
PITPNM3	0.99992	0.206
UBE3A	0.9998	0.206
ZNF512B	0.99992	0.206
BHLHE41	0.99212	0.206
SETD2	1	0.206
SMARCD1	0.99947	0.206
RBM27	0.99999	0.206
SLC9A6	0.99833	0.206
TOMM40	0.99218	0.206
RIMS2	1	0.206
ANKIB1	0.99996	0.207
CDK1	0.99206	0.207
FBXO41	0.99944	0.207
MAPK8	0.99823	0.207
GLG1	1	0.207
PTPRC	1	0.207
RASGRF1	0.99999	0.207
ACHE	0.99827	0.207
HMGCS1	0.99824	0.207
QSER1	0.99999	0.208
ATAD5	1	0.208
SF3B4	0.99176	0.208
DDI2	0.99819	0.208
EP400	1	0.208
PAPD5	0.99943	0.208
GCN1L1	1	0.208
CORO1C	0.99813	0.209
IL2RG	0.99152	0.209
MBD6	0.99937	0.209
ARHGAP30	0.9999	0.209
PPP5C	0.99938	0.209
LMNA	0.9994	0.209
RAB11A	0.99151	0.209
SYNCRIP	0.99939	0.209
SOX10	0.99166	0.209
BRAF	0.99995	0.209
SVOP	0.99938	0.209
HNRNPR	0.99935	0.21
RPGR	0.99804	0.21
WNK2	1	0.21
MAPRE1	0.99129	0.21
WDR45	0.99145	0.21
MEPCE	0.99804	0.21
BRINP2	0.99936	0.21
C11orf84	0.99142	0.21
NPAS3	0.99974	0.211
USP15	0.99997	0.211
ZC3H13	1	0.211
DGCR8	0.99973	0.211
CACNA1G	1	0.211
ING3	0.99933	0.211
CSMD1	1	0.211
ERCC6L	0.99932	0.211
DNAJA2	0.99796	0.211
TAF5	0.99973	0.211
C10orf12	0.99974	0.211
KIF26B	0.99999	0.211
RP11-159G9.5	0.99105	0.211
UBN1	0.99995	0.211
MTSS1	0.9997	0.212
ASTN1	0.99998	0.212
NCOA5	0.99926	0.212
OTUD4	0.99997	0.212
SORT1	0.99987	0.212
UCHL1	0.99095	0.212
LEF1	0.99789	0.212
FRY	1	0.212
MAP3K7	0.99971	0.212
LCK	0.99926	0.212
ZNF445	0.9997	0.212
IGF2R	1	0.212
BTBD18	0.99782	0.212
CHRM1	0.99059	0.213
ASH2L	0.99968	0.213
ACTN1	0.99997	0.213
ATF7IP	0.99993	0.213
ATP6AP1	0.99079	0.213
HSP90AB1	0.99923	0.213
PDE10A	0.99986	0.213
RFX2	0.9997	0.213
COPB1	0.99994	0.213
RNF111	0.99987	0.213
TBC1D10B	0.99922	0.213
WDR33	1	0.213
NRG2	0.99925	0.213
UBN2	0.99993	0.213
UBR2	1	0.213
FAM193A	0.99993	0.213
SLC6A8	0.99778	0.213
SARS	0.99925	0.213
MLLT4	1	0.213
SRCIN1	0.99987	0.213
CACNA1D	1	0.214
ST5	0.99996	0.214
MAP3K1	0.99998	0.214
IGSF1	0.99993	0.214
COG3	0.99993	0.214
JAK1	0.99998	0.214
RAB14	0.99047	0.214
EVI5L	0.99985	0.214
DYRK1A	0.99967	0.214
NEURL4	0.99999	0.214
DAB1	0.99915	0.215
KCNH4	0.99984	0.215
ARHGEF11	1	0.215
CCAR1	0.99999	0.215
THSD7A	1	0.215
SOX6	0.99984	0.215
FGFR1	0.99984	0.215
TTYH3	0.99916	0.215
ROCK2	1	0.215
ANKS1B	0.99998	0.215
NFASC	0.99999	0.215
WASF1	0.99757	0.215
SENP6	0.99998	0.215
CSNK1A1	0.99758	0.215
WDR48	0.99985	0.215
GCLM	0.99011	0.216
RPS8	0.99003	0.216
FAF2	0.99911	0.216
HS6ST3	0.99001	0.216
RBM4	0.99005	0.216
CSNK1G1	0.99911	0.216
ACACA	1	0.216
COL11A1	1	0.216
U2AF1	0.9899	0.216
ATP7A	0.99983	0.216
TPX2	0.99981	0.217
NUMA1	1	0.217
NR2F2	0.98972	0.217
TCF4	0.99981	0.217
HTATSF1	0.9974	0.217
TRAF6	0.99739	0.217
RSRC2	0.99905	0.217
SNRPA1	0.98984	0.217
SNW1	0.99961	0.217
NXN	0.99725	0.218
CCT4	0.99903	0.218
SAMD4A	0.99958	0.218
RGAG1	0.99731	0.218
ZMIZ2	0.99981	0.218
ANP32A	0.98961	0.218
GPM6A	0.98962	0.218
ITCH	0.99997	0.218
XRCC6	0.99904	0.218
AGO4	0.9999	0.218
DDX39B	0.99725	0.218
ZNF536	0.99958	0.218
HNRNPA2B1	0.99732	0.218
EWSR1	0.99981	0.218
NUMBL	0.99902	0.218
STRBP	0.99958	0.218
CPEB1	0.99899	0.218
SUV39H1	0.98957	0.218
FOXP2	0.99994	0.219
RXRB	0.99719	0.219
SP2	0.99721	0.219
AQR	1	0.219
SEMA3F	0.99989	0.219
SMG7	0.99998	0.219
SRP54	0.99895	0.219
KDM3A	0.99999	0.219
FRS2	0.99721	0.219
BRD2	0.99957	0.219
ADAMTS6	0.99998	0.22
GIT1	0.99978	0.22
ATP13A3	0.99998	0.22
RAB2A	0.98913	0.22
ASAP2	0.99996	0.22
PRKAR2B	0.99713	0.22
SMARCB1	0.9971	0.22
STAT5B	0.99988	0.22
HAUS7	0.98913	0.22
SYCP1	0.99997	0.22
YTHDF3	0.99704	0.22
ARHGAP44	0.99988	0.22
MAP2K4	0.99709	0.22
WDR1	0.99892	0.22
NR2C2	0.99892	0.22
ARHGAP23	0.99988	0.22
SEMA6A	0.99976	0.221
BCL3	0.98871	0.221
MGAT1	0.98879	0.221
SOCS6	0.98865	0.221
AFF3	0.99996	0.221
RP11-1055B8.7	0.99999	0.221
FNDC3A	0.99998	0.221
DPYSL3	0.99887	0.221
C17orf85	0.99949	0.221
ITSN1	1	0.221
NOL4	0.99949	0.221
PROX1	0.99884	0.221
CAMKV	0.99696	0.221
ZBTB38	0.99949	0.221
UBQLN1	0.99884	0.221
ATXN7L1	0.99884	0.221
LYN	0.99886	0.221
SMAD4	0.99881	0.222
BRWD1	1	0.222
ELAVL1	0.98849	0.222
SF3B2	0.99992	0.222
CLCN3	0.99973	0.222
SLIT1	0.99999	0.222
TUBB2B	0.9884	0.222
PHF19	0.99946	0.222
FAM135B	0.99996	0.222
FCHO2	0.99973	0.222
PRDM2	0.99996	0.222
DNAJC6	0.99986	0.222
ATP2B3	0.99945	0.222
RAPGEF1	0.99995	0.222
NTN1	0.99687	0.222
FEZF2	0.9886	0.222
FBXO32	0.99692	0.222
PTBP2	0.99883	0.222
EFNB2	0.98845	0.222
CDK17	0.99947	0.222
MAML3	0.99984	0.223
THRB	0.99676	0.223
MORC3	0.99985	0.223
RAPH1	0.99985	0.223
CREB1	0.99673	0.223
IREB2	0.99991	0.223
GDF6	0.98833	0.223
OLFM1	0.99679	0.223
SLC25A14	0.98821	0.223
SLC16A2	0.98828	0.223
TRAF3	0.99869	0.224
MAST3	0.99991	0.224
SPAST	0.99939	0.224
USP32	1	0.224
LRP8	0.99983	0.224
GJC1	0.98795	0.224
GABBR1	0.99991	0.224
PPP1R8	0.98791	0.224
BMP2	0.98799	0.224
P4HB	0.99662	0.224
GDA	0.99867	0.224
IQSEC1	0.99969	0.224
KPNA6	0.9994	0.224
LHX2	0.98812	0.224
NFIB	0.99861	0.225
WIZ	0.99865	0.225
ZBTB43	0.98767	0.225
BMPR1B	0.99863	0.225
TTC17	0.99996	0.225
PSMA7	0.98768	0.225
E2F1	0.9877	0.225
LIMK1	0.99937	0.225
APC2	0.99994	0.225
CSF1	0.99634	0.226
VAV1	0.99993	0.226
IGF2BP1	0.99933	0.226
UFD1L	0.99638	0.226
CDKL5	0.99932	0.226
MIER3	0.99856	0.226
CCT2	0.99853	0.226
SHROOM4	0.99965	0.226
TBX21	0.99636	0.226
HNRNPUL2	0.99979	0.227
CARD11	0.99995	0.227
PCNX	1	0.227
PCNXL3	0.99999	0.227
SCHIP1	0.98715	0.227
RAD23B	0.9963	0.227
PRPF4	0.9993	0.227
COL6A1	0.99995	0.227
DCLK1	0.99964	0.227
STK40	0.99624	0.227
FANCB	0.99631	0.227
SETD5	0.99997	0.227
HNRNPD	0.99621	0.227
TCERG1	0.99996	0.227
GNL1	0.99928	0.227
CPEB3	0.99846	0.227
PYGO1	0.98683	0.228
CUL3	0.9996	0.228
LZTS3	0.99616	0.228
KIF5A	0.99995	0.228
INO80D	0.99962	0.228
SAFB2	0.99979	0.228
NAA30	0.98682	0.228
PCBP2	0.99617	0.228
ZNF384	0.99842	0.228
LATS1	0.99987	0.228
MAML2	0.99987	0.228
CAMK1D	0.9962	0.228
TRIM46	0.99925	0.228
PIK3R1	0.99978	0.228
IL6ST	0.99978	0.228
ARHGAP6	0.99845	0.228
REL	0.99836	0.229
MAGED1	0.99831	0.229
GABRA2	0.99598	0.229
JAKMIP1	0.99986	0.229
PLXNA4	0.99999	0.229
CACNA2D2	0.99997	0.229
SNAP25	0.98653	0.229
CCND2	0.98658	0.229
FAM168A	0.98674	0.229
PATZ1	0.99598	0.229
DENND1A	0.99976	0.229
KDM7A	0.99986	0.229
SOX30	0.99825	0.23
WDTC1	0.99915	0.23
THOC1	0.99955	0.23
FMNL1	0.99985	0.23
MRTO4	0.98629	0.23
STK39	0.99916	0.23
IPO9	0.9999	0.23
HERPUD1	0.99582	0.23
REEP1	0.98632	0.23
GPS1	0.99819	0.231
PLRG1	0.99911	0.231
UBE2K	0.98621	0.231
PSMA6	0.98619	0.231
CNOT6L	0.99821	0.231
AGAP1	0.99984	0.231
CSNK1D	0.99577	0.231
CELF4	0.99817	0.231
RDH10	0.98594	0.231
MAP2K7	0.99552	0.232
GABPA	0.99812	0.232
KIF13A	0.99999	0.232
FAM169A	0.99907	0.232
ACTB	0.98564	0.232
NUP205	1	0.232
GNL3L	0.99558	0.232
PABPC4	0.99905	0.232
RALGAPA1	0.99999	0.232
FADS2	0.99815	0.232
FBXW7	0.99949	0.232
TMEM132D	0.99907	0.232
ATP11C	0.9997	0.232
CASKIN2	0.99971	0.232
NUDT21	0.98576	0.232
BACH2	0.99803	0.233
PTPRM	0.99998	0.233
HMBOX1	0.99805	0.233
SOCS7	0.99807	0.233
HNRNPA3	0.99543	0.233
MAGED2	0.99538	0.233
PTGES3	0.98536	0.233
SRSF11	0.99806	0.233
LSM14B	0.9953	0.234
NCSTN	0.99942	0.234
AIFM1	0.99795	0.234
ZNF704	0.99532	0.234
TTBK1	0.99967	0.234
PBX2	0.99532	0.234
YIPF5	0.98529	0.234
KBTBD2	0.99795	0.234
SLC30A1	0.98532	0.234
KIAA1468	0.99993	0.234
ZNF827	0.99965	0.234
PICALM	0.99896	0.234
PRKG1	0.99938	0.235
YWHAE	0.98479	0.235
CRTC2	0.99891	0.235
PSMD6	0.99518	0.235
SMC2	0.9999	0.235
THBS1	0.99985	0.235
MAN1A2	0.99892	0.235
GMEB2	0.99495	0.236
SCFD1	0.99962	0.236
TNFRSF1A	0.9949	0.236
SSBP2	0.99777	0.236
CDYL	0.99504	0.236
REV1	0.99989	0.236
POLD3	0.99776	0.236
ESRP1	0.99934	0.236
FUS	0.9993	0.237
RARG	0.99478	0.237
EPB41L4B	0.99972	0.237
NDC1	0.99932	0.237
MSI2	0.99478	0.237
RBM14-RBM4	0.98438	0.237
ZMAT2	0.98418	0.237
AZIN1	0.99485	0.237
CRIM1	0.99971	0.238
PPP1R7	0.99458	0.238
RNF40	0.99987	0.238
MTMR1	0.9976	0.238
PRPF39	0.99875	0.238
EVL	0.99761	0.238
HEXIM1	0.98396	0.238
DLG4	0.99954	0.238
KANSL1	0.99972	0.238
AMIGO1	0.98411	0.238
DAZL	0.99449	0.239
RPL3	0.99441	0.239
CAMSAP1	0.99985	0.239
MDGA2	0.99922	0.239
TLE1	0.99922	0.239
LMTK2	0.99978	0.239
HCN4	0.99867	0.239
CHMP6	0.98358	0.239
ACTN2	0.99968	0.239
HDAC7	0.99969	0.239
HELLS	0.99979	0.239
ENG	0.99858	0.24
SLMAP	0.99976	0.24
C6orf62	0.98336	0.24
CACNA1B	0.99998	0.24
KHDRBS1	0.99423	0.24
TRIB2	0.98349	0.24
VEZF1	0.99423	0.24
HERC1	1	0.24
CCND3	0.98347	0.24
GSPT2	0.98321	0.24
TXLNA	0.99731	0.24
MED15	0.99974	0.241
FBXL5	0.99854	0.241
PCSK2	0.99853	0.241
FOSL2	0.98293	0.241
CAMK2G	0.9991	0.241
SH3GLB1	0.99407	0.241
SLC2A1	0.9941	0.241
TAOK2	0.99976	0.241
TAOK3	0.99975	0.241
TSHZ1	0.9973	0.241
FBXO33	0.99417	0.241
YTHDF1	0.9942	0.241
YWHAB	0.98314	0.241
TMEM259	0.99408	0.241
UBA2	0.99851	0.241
RBPJ	0.99853	0.241
ITPK1	0.99389	0.242
RPS6KA5	0.99909	0.242
SHH	0.98258	0.242
PDLIM4	0.98283	0.242
SRSF1	0.98268	0.242
FOXJ2	0.99846	0.242
MEMO1	0.9939	0.242
BCL9L	0.99939	0.242
TOPORS	0.99904	0.242
IGBP1	0.98274	0.242
LRCH2	0.99713	0.242
TOMM70A	0.99841	0.242
NOVA2	0.98259	0.242
SLC38A2	0.99709	0.242
DCHS1	0.99997	0.242
SRGAP3	0.9997	0.243
PHC1	0.99938	0.243
DDB1	0.99979	0.243
PCDH1	0.99838	0.243
SCAI	0.99936	0.243
PPP4R1	0.99958	0.243
PTK2	0.99987	0.243
PLAGL2	0.98253	0.243
MEF2D	0.99705	0.243
RPL18A	0.98228	0.243
TNFSF13B	0.98193	0.244
PIM3	0.98192	0.244
GMPS	0.99825	0.244
GRID1	0.99931	0.244
HNRNPL	0.99685	0.244
NONO	0.9935	0.244
ELL2	0.99824	0.244
DNAJC11	0.99893	0.244
GRM7	0.99896	0.244
TMEM131	0.99995	0.244
LONP1	0.9993	0.244
SRC	0.99691	0.244
HSPA4	0.99954	0.244
KIAA1211L	0.99694	0.244
SPI1	0.98206	0.244
TRIM27	0.99685	0.244
CEPT1	0.99351	0.244
RPL19	0.98197	0.244
EPS15L1	0.99964	0.245
KPNA1	0.99818	0.245
CACNA2D1	0.99989	0.245
STK11	0.9934	0.245
GABRD	0.99345	0.245
EIF5B	0.99981	0.245
UHRF2	0.99928	0.245
CELSR3	0.99998	0.245
BRD1	0.99949	0.245
KLF7	0.98178	0.245
RAB11FIP3	0.9982	0.245
RABL6	0.99817	0.245
GRAMD1B	0.99929	0.245
PUF60	0.99677	0.245
FBL	0.99319	0.246
TBX2	0.99329	0.246
ZRANB1	0.99885	0.246
ATP2A2	0.99945	0.246
FLT1	0.99983	0.246
ACTL6A	0.99665	0.246
HERC4	0.99961	0.246
AKAP4	0.99323	0.246
JADE1	0.99885	0.246
TRA2B	0.99312	0.246
BCAR1	0.99808	0.246
ADD3	0.9988	0.246
PSMC6	0.99662	0.246
POLR1B	0.99946	0.246
PRPF40B	0.99963	0.246
ASTN2	0.99971	0.246
GRIA2	0.99916	0.247
LNPEP	0.99957	0.247
RLIM	0.99301	0.247
RASIP1	0.99803	0.247
NAV2	0.99995	0.247
ILF2	0.9965	0.247
NUS1	0.98117	0.247
NPTN	0.99304	0.247
WT1	0.99648	0.247
CLOCK	0.99957	0.247
KCNH3	0.99919	0.247
TOP2B	0.99989	0.247
DCTN2	0.99653	0.247
NCOA1	0.99981	0.247
RHEB	0.98119	0.247
ANKRD34A	0.98103	0.247
HDAC9	0.99973	0.248
ANKRD13C	0.99793	0.248
WWP1	0.99966	0.248
ZNF319	0.99285	0.248
WDR18	0.99271	0.248
CBX8	0.9927	0.248
LENG8	0.99938	0.248
KAL1	0.99793	0.248
LRRC8B	0.99619	0.249
ZBTB21	0.99778	0.249
MORC4	0.99783	0.249
ARHGAP29	0.99964	0.249
NELL2	0.99952	0.249
PDE8B	0.99905	0.249
ZNF281	0.99624	0.249
ARFGEF2	0.99993	0.249
PHF13	0.98042	0.249
INPP4A	0.99952	0.249
MUC5B	0.99999	0.249
KDR	0.99982	0.249
BAI2	0.99982	0.249
NLGN4X	0.99267	0.249
LRP2	0.99999	0.249
CHRM3	0.99253	0.249
PITPNC1	0.99252	0.249
ZNF496	0.99624	0.249
USF2	0.99253	0.249
PDIA3	0.99608	0.25
FLNC	0.99994	0.25
MTMR4	0.99959	0.25
TRIP13	0.99606	0.25
ACE2	0.99769	0.25
KIRREL	0.99855	0.25
CELSR1	0.99994	0.25
HGF	0.99947	0.25
RYR2	0.99999	0.25
TM9SF4	0.999	0.25
FAM160B1	0.99898	0.25
SYN1	0.99216	0.251
CAD	0.99993	0.251
FAF1	0.99895	0.251
FNIP1	0.99957	0.251
ETF1	0.996	0.251
INHBA	0.97979	0.251
SLC30A10	0.97952	0.251
STT3B	0.99896	0.251
MRC1L1	0.99765	0.251
MEX3A	0.97977	0.251
CAMK2A	0.99845	0.251
INTS3	0.99972	0.251
RNPS1	0.9798	0.251
NFE2L1	0.99759	0.251
SLC6A3	0.99758	0.251
CELSR2	0.99994	0.251
TFAP2D	0.99199	0.252
PIK3CB	0.99964	0.252
ZC3H12C	0.99838	0.252
DOPEY1	0.99993	0.252
ZMIZ1	0.99937	0.252
ZYG11B	0.99836	0.252
SKIDA1	0.99193	0.252
SEPT9	0.99579	0.252
SCUBE3	0.99939	0.252
KLF6	0.97946	0.252
SFMBT2	0.99939	0.252
DNM1	0.99917	0.252
ZNFX1	0.99983	0.252
RBBP4	0.99565	0.253
LEMD3	0.99877	0.253
RUSC2	0.99949	0.253
AKAP6	0.99983	0.253
TMEM132B	0.99876	0.253
RBM15B	0.99557	0.253
ZNF644	0.99914	0.253
AUTS2	0.99934	0.253
SIM1	0.99828	0.253
FAT3	0.99995	0.253
TP53BP1	0.99985	0.253
HECW1	0.99982	0.253
NEGR1	0.99173	0.253
XPO5	0.99971	0.253
SVEP1	0.99995	0.254
SCAF1	0.99819	0.254
DLGAP1	0.99875	0.254
DLX2	0.97847	0.254
TTYH1	0.99539	0.254
CSNK1G2	0.99138	0.254
RAB35	0.97845	0.254
PIAS2	0.99718	0.254
ADCY5	0.99928	0.254
GRM5	0.99872	0.254
BOD1L1	0.99985	0.254
PTPRS	0.99983	0.254
EDNRA	0.99158	0.254
NRXN1	0.99964	0.254
ARHGAP32	0.99978	0.254
FRMD5	0.99724	0.254
VPS54	0.99929	0.254
UBE2R2	0.97816	0.255
AMMECR1L	0.9913	0.255
CCT6A	0.99532	0.255
TCFL5	0.99128	0.255
PBX1	0.99527	0.255
TCP1	0.99527	0.255
IRF1	0.9909	0.256
PRKAG2	0.99692	0.256
LRP12	0.99799	0.256
EBF1	0.99697	0.256
FAM131B	0.99092	0.256
SOS2	0.99955	0.256
RAD21	0.99701	0.256
MOSPD2	0.99105	0.256
STXBP5	0.99956	0.256
KCNJ3	0.99108	0.256
POLR1A	0.9998	0.256
TP73	0.99696	0.256
CWC15	0.97769	0.256
NDFIP1	0.97747	0.257
EPHB1	0.9985	0.257
PHLPP1	0.99927	0.257
MAGI2	0.99943	0.257
PPP2R2A	0.99495	0.257
ZNF618	0.99842	0.257
HECW2	0.9997	0.257
USP1	0.99691	0.257
PHACTR3	0.99687	0.257
FBXL20	0.99691	0.257
BRD7	0.99774	0.258
MTMR3	0.99937	0.258
CDK16	0.9948	0.258
HMGXB3	0.999	0.258
MARK4	0.99777	0.258
FAM208A	0.99954	0.258
CALD1	0.99879	0.258
PPP2R4	0.99057	0.258
DLC1	0.99948	0.258
ELF2	0.99482	0.258
LIN9	0.99771	0.258
NRG1	0.99665	0.258
NRXN2	0.99934	0.258
GRIA1	0.99869	0.259
STMN2	0.97687	0.259
TSKS	0.99652	0.259
IRF2BP1	0.99024	0.259
TMEM57	0.99757	0.259
NTRK3	0.9983	0.259
TFAP2B	0.99023	0.259
DKFZP761J1410	0.99025	0.259
DEF6	0.99768	0.259
MKL1	0.99768	0.259
SMAD2	0.99661	0.259
MBD3	0.9765	0.26
CBX1	0.97622	0.26
HMGCR	0.99861	0.26
PLAGL1	0.9764	0.26
TRIM8	0.99438	0.26
SLC8A2	0.99633	0.26
DSP	0.99978	0.26
PPP1R37	0.99448	0.26
OSBP	0.99855	0.26
PITX2	0.97618	0.26
ADCY2	0.99898	0.261
DAAM1	0.99918	0.261
DOCK2	0.99969	0.261
TTBK2	0.99875	0.261
DUSP6	0.97603	0.261
RPS6	0.9759	0.261
EXT1	0.99732	0.261
PHF20	0.99875	0.261
RPS18	0.9759	0.261
STXBP5L	0.99926	0.261
TFAP2A	0.98964	0.261
PCNA	0.97606	0.261
YLPM1	0.99965	0.261
ERF	0.98968	0.261
CIT	0.9997	0.261
GNAO1	0.98963	0.261
MKRN1	0.99421	0.261
NR5A1	0.9896	0.262
ZBTB1	0.99407	0.262
KCNB2	0.99613	0.262
KCNC1	0.98957	0.262
GRIK2	0.99841	0.262
PKNOX1	0.99401	0.262
RELB	0.994	0.262
ARRB1	0.99394	0.262
CAMTA2	0.99918	0.262
RAB8A	0.97543	0.262
RAN	0.97576	0.262
ATG4A	0.98953	0.262
PLXNA1	0.99951	0.262
CBX6	0.97568	0.262
DLG5	0.99948	0.262
PHF8	0.99785	0.263
DDX4	0.99826	0.263
OPN1LW	0.97535	0.263
PPP2CA	0.9893	0.263
PTGS2	0.99597	0.263
TPP2	0.99912	0.263
HUNK	0.99589	0.263
AP1B1	0.99828	0.263
AP2B1	0.9983	0.263
CBFA2T2	0.99585	0.263
ARHGAP5	0.99862	0.263
DBN1	0.99705	0.263
MSI1	0.99357	0.264
TENM3	0.99955	0.264
FCHO1	0.99845	0.264
HSPH1	0.99822	0.264
ST7	0.99703	0.264
TEAD3	0.99362	0.264
ITGB8	0.99767	0.264
SMAP1	0.99357	0.264
CCNL1	0.99575	0.264
SLC9A7	0.99352	0.264
EYA3	0.99702	0.264
VRTN	0.98901	0.264
CTDNEP1	0.97468	0.264
RRAS2	0.97463	0.264
NFATC3	0.99813	0.264
FBXO38	0.99879	0.265
MORF4L1	0.99339	0.265
CHRM4	0.97439	0.265
HECTD2	0.99806	0.265
SBF1	0.99933	0.265
SLC44A1	0.99676	0.265
NKD1	0.99344	0.265
GNB2	0.98876	0.265
FAM135A	0.99893	0.265
ARPC4	0.97453	0.265
NMNAT2	0.98853	0.265
NMT1	0.9955	0.265
ERBB4	0.99912	0.265
SESTD1	0.99802	0.265
ATRNL1	0.99915	0.266
PAPOLG	0.9979	0.266
DIP2B	0.99924	0.266
GIT2	0.99793	0.266
NCOA6	0.99913	0.266
AMOT	0.99666	0.266
PSIP1	0.99668	0.266
PDHA1	0.98842	0.266
CBLB	0.99825	0.266
EDA	0.97391	0.266
SLC4A8	0.99849	0.266
HDGFRP3	0.9738	0.266
RABEP1	0.99851	0.266
IWS1	0.99727	0.267
AGAP2	0.99816	0.267
TP63	0.99728	0.267
SLC7A1	0.99291	0.267
FOXO3	0.98806	0.267
ZIC2	0.97362	0.267
ROR1	0.99645	0.267
SMAD1	0.98803	0.267
PPARGC1A	0.9973	0.267
MMP14	0.99522	0.267
SRGAP1	0.99845	0.267
CNNM2	0.99521	0.267
MEGF9	0.9881	0.267
GANAB	0.99873	0.267
RBL2	0.99835	0.268
RPS6KA4	0.99715	0.268
LRFN3	0.97322	0.268
APEX2	0.97302	0.268
MBD1	0.99717	0.268
HSPD1	0.99257	0.268
MPP1	0.9877	0.268
STX1B	0.98766	0.268
ACRC	0.98788	0.268
SWT1	0.99759	0.268
LPCAT3	0.99508	0.268
ATP6V0A1	0.99797	0.268
ATP6V0D1	0.98763	0.268
CPE	0.99233	0.269
DPP8	0.99791	0.269
PPP1R13B	0.99811	0.269
RALA	0.97289	0.269
TERF2	0.99237	0.269
SAE1	0.9876	0.269
INHBB	0.97287	0.269
WNT5A	0.98732	0.269
TRIM39	0.99474	0.269
L3MBTL3	0.99744	0.269
GPRASP2	0.98751	0.269
LSAMP	0.98742	0.269
SRPK2	0.99697	0.269
PABPC1	0.99601	0.27
FOXJ3	0.99598	0.27
NABP2	0.97257	0.27
GRHL2	0.99683	0.27
GTF2I	0.99592	0.27
FGFR2	0.99731	0.27
HNRNPH3	0.99221	0.27
TRIM2	0.99603	0.27
TGFB3	0.98727	0.27
SLC8A1	0.9957	0.271
APPBP2	0.99567	0.271
HSP90B1	0.9972	0.271
RAB10	0.97213	0.271
FBXO28	0.98681	0.271
SUGP1	0.99568	0.271
CHAMP1	0.99197	0.271
ODF1	0.9721	0.271
LSM12	0.97211	0.271
MCMBP	0.99565	0.271
MYO16	0.99851	0.272
ADCY1	0.99747	0.272
DCAF15	0.9942	0.272
FRYL	0.99727	0.272
RPL15	0.97146	0.272
COPS6	0.98666	0.272
PKNOX2	0.99174	0.272
RBPMS	0.97173	0.272
RPS10	0.97108	0.273
TCF7L2	0.99537	0.273
ATAD2	0.9982	0.273
SPRY2	0.97126	0.273
PLXNC1	0.99811	0.273
SLC4A4	0.99722	0.273
OMG	0.97114	0.273
GMDS	0.99132	0.273
TAF7L	0.98636	0.273
BANP	0.99388	0.273
CDC27	0.99675	0.273
RFX1	0.99724	0.273
DPYSL2	0.99375	0.274
SPIN1	0.97049	0.274
PPP1CA	0.98588	0.274
TAOK1	0.99787	0.274
FBXO42	0.99503	0.274
FBXO45	0.97063	0.274
KCNH2	0.99593	0.274
LMX1A	0.99114	0.274
OGDH	0.99728	0.274
SLTM	0.99785	0.274
FMN2	0.99772	0.274
ADD2	0.9961	0.274
KCNN2	0.99099	0.274
VWC2	0.97088	0.274
ERP44	0.99106	0.274
IQGAP1	0.99754	0.275
QRICH1	0.99576	0.275
SSRP1	0.99585	0.275
EIF3G	0.98546	0.275
RQCD1	0.98565	0.275
