trait	cohort	lead_variant	ensgid	gene	chromosome	start	end	tss	pops_score	pops_rank	twas_z	twas_p	twas_rank	distance_tss	distance_tss_rank	distance_genebody	distance_genebody_rank
Alzheimer	UKB	rs72924659	ENSG00000166930	MS4A5	11	60197062.0	60222687.0	60197062.0	-0.2147624195950789	17.0	-2.18	0.0293	6.0	93677.0	6.0	93677.0	6.0
Alzheimer	UKB	rs72924659	ENSG00000156738	MS4A1	11	60223225.0	60238233.0	60223225.0	0.17814796376353506	5.0	0.687	0.4920000000000001	13.0	119840.0	7.0	119840.0	7.0
Alzheimer	UKB	rs72924659	ENSG00000071203	MS4A12	11	60260251.0	60274903.0	60260251.0	-0.3557479464190421	20.0	0.737	0.461	12.0	156866.0	9.0	156866.0	9.0
Alzheimer	UKB	rs72924659	ENSG00000204979	MS4A13	11	60282886.0	60310194.0	60282886.0	-0.17698034117121889	16.0				179501.0	10.0	179501.0	10.0
Alzheimer	UKB	rs72924659	ENSG00000166959	MS4A8	11	60467047.0	60483284.0	60467047.0	0.20778818967322954	4.0	-0.313	0.755	14.0	363662.0	14.0	363662.0	14.0
Alzheimer	UKB	rs72924659	ENSG00000214782	MS4A18	11	60496789.0	60511685.0	60496789.0	-0.07110194559506648	8.0				393404.0	15.0	393404.0	16.0
Alzheimer	UKB	rs72924659	ENSG00000166961	MS4A15	11	60524426.0	60544205.0	60524426.0	-0.06727456158990583	7.0	-0.778	0.4370000000000001	11.0	421041.0	17.0	421041.0	17.0
Alzheimer	UKB	rs72924659	ENSG00000172689	MS4A10	11	60552821.0	60568778.0	60552821.0	-0.07476316218229599	10.0	-1.8	0.0713	8.0	449436.0	18.0	449436.0	18.0
Alzheimer	UKB	rs10792832	ENSG00000137504	CREBZF	11	85370752.0	85393951.0	85393951.0	0.14762958848820731	3.0	2.33	0.02	3.0	473924.0	8.0	473924.0	9.0
Alzheimer	UKB	rs10792832	ENSG00000179071	CCDC89	11	85394893.0	85397320.0	85397320.0	-0.07180155650405347	4.0	0.14300000000000002	0.887	9.0	470555.0	7.0	470555.0	8.0
Alzheimer	UKB	rs10792832	ENSG00000137501	SYTL2	11	85405267.0	85522184.0	85522184.0	-0.15462718255004296	8.0	1.01	0.311	8.0	345691.0	6.0	345691.0	7.0
Alzheimer	UKB	rs10792832	ENSG00000150676	CCDC83	11	85566144.0	85631064.0	85566144.0	-0.1201791829293004	5.0	-2.57	0.0103	2.0	301731.0	5.0	236811.0	5.0
Alzheimer	UKB	rs10792832	ENSG00000073921	PICALM	11	85668727.0	85780924.0	85780924.0	0.5481014853931974	1.0	3.08	0.0020800000000000003	1.0	86951.0	1.0	86951.0	1.0
Alzheimer	UKB	rs10792832	ENSG00000074266	EED	11	85955586.0	85989855.0	85955586.0	0.5212602566421863	2.0	2.01	0.0445	4.0	87711.0	2.0	87711.0	2.0
Alzheimer	UKB	rs10792832	ENSG00000149196	C11orf73	11	86013253.0	86056969.0	86013253.0	-0.1268313805976259	6.0	1.65	0.0995	6.0	145378.0	3.0	145378.0	3.0
Alzheimer	UKB	rs10792832	ENSG00000149201	CCDC81	11	86085778.0	86134151.0	86085778.0	-0.13659003823714133	7.0	1.55	0.121	7.0	217903.0	4.0	217903.0	4.0
Alzheimer	UKB	rs10792832	ENSG00000151376	ME3	11	86152150.0	86383678.0	86383678.0	-0.1826216873456725	9.0	1.86	0.0634	5.0	515803.0	9.0	284275.0	6.0
Alzheimer	UKB	rs11218343	ENSG00000154114	TBCEL	11	120894781.0	120961484.0	120894781.0	0.02353821518293281	4.0	0.436	0.6629999999999999	4.0	540806.0	4.0	474103.0	4.0
Alzheimer	UKB	rs11218343	ENSG00000109927	TECTA	11	120971882.0	121062202.0	120971882.0	0.2349657251010152	2.0	2.12	0.0343	1.0	463705.0	3.0	373385.0	3.0
Alzheimer	UKB	rs11218343	ENSG00000109929	SC5D	11	121163162.0	121179403.0	121163162.0	0.2307329629402881	3.0	0.907	0.364	3.0	272425.0	2.0	256184.0	2.0
Alzheimer	UKB	rs11218343	ENSG00000137642	SORL1	11	121322912.0	121504402.0	121322912.0	0.7044907235036689	1.0	1.26	0.207	2.0	112675.0	1.0	0.0	1.0
Alzheimer	UKB	rs12590654	ENSG00000100815	TRIP11	14	92432335.0	92507240.0	92507240.0	0.383659508292424	3.0	0.889366	0.374	6.0	431615.0	8.0	431615.0	8.0
Alzheimer	UKB	rs12590654	ENSG00000066427	ATXN3	14	92524896.0	92572965.0	92572965.0	0.2053819341705667	4.0	1.7658349999999998	0.0774	4.0	365890.0	7.0	365890.0	7.0
Alzheimer	UKB	rs12590654	ENSG00000183648	NDUFB1	14	92582466.0	92588261.0	92588261.0	-0.0057776141692800894	8.0	1.4090610000000001	0.159	5.0	350594.0	6.0	350594.0	6.0
Alzheimer	UKB	rs12590654	ENSG00000165934	CPSF2	14	92588281.0	92630755.0	92588281.0	0.06410023552639743	6.0	0.521951	0.602	7.0	350574.0	5.0	308100.0	4.0
Alzheimer	UKB	rs12590654	ENSG00000140090	SLC24A4	14	92788925.0	92962596.0	92788925.0	0.4677005309433482	1.0	0.074749	0.94	9.0	149930.0	2.0	0.0	1.0
Alzheimer	UKB	rs12590654	ENSG00000100599	RIN3	14	92980118.0	93155339.0	92980118.0	0.010754789038044636	7.0	2.441665	0.0146	1.0	41263.0	1.0	41263.0	2.0
Alzheimer	UKB	rs12590654	ENSG00000100600	LGMN	14	93170152.0	93215047.0	93215047.0	0.3889419341535314	2.0				276192.0	3.0	231297.0	3.0
Alzheimer	UKB	rs12590654	ENSG00000066455	GOLGA5	14	93260576.0	93306308.0	93260576.0	0.14330284162200027	5.0	2.108243	0.035	2.0	321721.0	4.0	321721.0	5.0
Alzheimer	UKB	rs12590654	ENSG00000100604	CHGA	14	93389425.0	93401638.0	93389425.0	-0.14130126557239242	9.0	0.2310780000000001	0.8170000000000001	8.0	450570.0	9.0	450570.0	9.0
Alzheimer	UKB	rs12590654	ENSG00000100605	ITPK1	14	93403259.0	93582665.0	93582665.0	-0.2955157593041716	10.0	1.9235220000000002	0.0544	3.0	643810.0	10.0	464404.0	10.0
Alzheimer	UKB	rs8093731	ENSG00000134762	DSC3	18	28569974.0	28622781.0	28622781.0	-0.19601088227787228	10.0	1.3518729999999999	0.17642	3.0	466177.0	11.0	466177.0	11.0
Alzheimer	UKB	rs8093731	ENSG00000134755	DSC2	18	28645940.0	28682378.0	28682378.0	0.02016092616272757	2.0	1.557588	0.11932999999999999	2.0	406580.0	9.0	406580.0	10.0
Alzheimer	UKB	rs8093731	ENSG00000134765	DSC1	18	28709199.0	28742819.0	28742819.0	-0.06000523930062163	5.0	2.0158840000000002	0.04381	1.0	346139.0	8.0	346139.0	9.0
Alzheimer	UKB	rs8093731	ENSG00000134760	DSG1	18	28898052.0	28936992.0	28898052.0	-0.3302467812739986	11.0				190906.0	6.0	151966.0	6.0
Alzheimer	UKB	rs8093731	ENSG00000175065	DSG4	18	28956740.0	28994875.0	28956740.0	-0.10239857876002664	7.0				132218.0	4.0	94083.0	4.0
Alzheimer	UKB	rs8093731	ENSG00000134757	DSG3	18	29027758.0	29058665.0	29027758.0	0.3917587198396637	1.0	-0.07704	0.9385899999999999	8.0	61200.0	2.0	30293.0	2.0
Alzheimer	UKB	rs8093731	ENSG00000046604	DSG2	18	29078006.0	29128971.0	29078006.0	-0.02837799782031683	3.0	1.2703799999999998	0.20395	4.0	10952.0	1.0	0.0	1.0
Alzheimer	UKB	rs8093731	ENSG00000118271	TTR	18	29171689.0	29178974.0	29171689.0	-0.0986000357860377	6.0				82731.0	3.0	82731.0	3.0
Alzheimer	UKB	rs8093731	ENSG00000118276	B4GALT6	18	29202210.0	29265799.0	29265799.0	-0.10905380113391196	8.0	0.336838	0.73624	6.0	176841.0	5.0	113252.0	5.0
Alzheimer	UKB	rs8093731	ENSG00000141437	SLC25A52	18	29339525.0	29340843.0	29340843.0	-0.05009611461473392	4.0	0.30154200000000003	0.763	7.0	251885.0	7.0	250567.0	7.0
Alzheimer	UKB	rs8093731	ENSG00000153339	TRAPPC8	18	29409136.0	29533099.0	29533099.0	-0.19545766955566435	9.0	0.6671279999999999	0.50469	5.0	444141.0	10.0	320178.0	8.0
Alzheimer	UKB	rs4147929	ENSG00000172270	BSG	19	571297.0	583493.0	571297.0	-0.4070919818010883	45.0	2.37	0.0178	10.0	492146.0	46.0	479950.0	46.0
Alzheimer	UKB	rs4147929	ENSG00000099822	HCN2	19	589893.0	617159.0	589893.0	-0.43002364127090736	47.0	1.29	0.196	21.0	473550.0	45.0	446284.0	44.0
Alzheimer	UKB	rs4147929	ENSG00000099821	POLRMT	19	617223.0	633597.0	633597.0	0.15976289038573555	19.0	1.43	0.153	19.0	429846.0	42.0	429846.0	42.0
Alzheimer	UKB	rs4147929	ENSG00000070388	FGF22	19	639879.0	643703.0	639879.0	-0.07316412329296762	40.0	-0.643	0.52	31.0	423564.0	39.0	419740.0	40.0
Alzheimer	UKB	rs4147929	ENSG00000070423	RNF126	19	647526.0	663277.0	663277.0	0.07358490801407966	26.0	1.69	0.0911	16.0	400166.0	37.0	400166.0	38.0
Alzheimer	UKB	rs4147929	ENSG00000070404	FSTL3	19	676392.0	683385.0	676392.0	-0.14425801486022974	42.0	0.861	0.389	26.0	387051.0	36.0	380058.0	35.0
Alzheimer	UKB	rs4147929	ENSG00000185198	PRSS57	19	685521.0	695460.0	695460.0	0.6384412086745748	2.0	0.0425	0.966	40.0	367983.0	33.0	367983.0	33.0
Alzheimer	UKB	rs4147929	ENSG00000099864	PALM	19	708953.0	748329.0	708953.0	0.17230722275332502	18.0	1.21	0.22699999999999998	22.0	354490.0	32.0	315114.0	29.0
Alzheimer	UKB	rs4147929	ENSG00000099812	MISP	19	751126.0	764319.0	751126.0	0.013654011158544309	29.0	1.77	0.0761	15.0	312317.0	28.0	299124.0	28.0
Alzheimer	UKB	rs4147929	ENSG00000011304	PTBP1	19	797075.0	812327.0	797075.0	0.2310623732258877	14.0	-1.37	0.171	20.0	266368.0	27.0	251116.0	27.0
Alzheimer	UKB	rs4147929	ENSG00000129951	LPPR3	19	812518.0	821967.0	821967.0	0.1467827162403442	22.0				241476.0	26.0	241476.0	26.0
Alzheimer	UKB	rs4147929	ENSG00000172232	AZU1	19	825097.0	832017.0	825097.0	-0.041666552079154505	37.0				238346.0	25.0	231426.0	25.0
Alzheimer	UKB	rs4147929	ENSG00000196415	PRTN3	19	840963.0	848175.0	840963.0	0.3795930966672024	6.0	0.838	0.402	28.0	222480.0	23.0	215268.0	22.0
Alzheimer	UKB	rs4147929	ENSG00000197561	ELANE	19	851014.0	856242.0	851014.0	0.033361958035503764	27.0	-0.11699999999999999	0.907	36.0	212429.0	21.0	207201.0	20.0
Alzheimer	UKB	rs4147929	ENSG00000197766	CFD	19	859453.0	863453.0	859453.0	0.2512697298244655	12.0	1.06	0.287	24.0	203990.0	19.0	199990.0	19.0
Alzheimer	UKB	rs4147929	ENSG00000175221	MED16	19	867962.0	893218.0	893218.0	0.0005394181741192537	31.0	-0.0372	0.97	41.0	170225.0	14.0	170225.0	15.0
Alzheimer	UKB	rs4147929	ENSG00000198858	R3HDM4	19	896503.0	913240.0	913240.0	0.37872762047340186	7.0	0.292	0.77	32.0	150203.0	13.0	150203.0	13.0
Alzheimer	UKB	rs4147929	ENSG00000116014	KISS1R	19	917287.0	921015.0	917287.0	0.17510537133097231	17.0	-1.13	0.26	23.0	146156.0	12.0	142428.0	12.0
Alzheimer	UKB	rs4147929	ENSG00000116017	ARID3A	19	925781.0	975939.0	925781.0	0.5636244970631682	3.0	0.13699999999999998	0.8909999999999999	35.0	137662.0	11.0	87504.0	10.0
Alzheimer	UKB	rs4147929	ENSG00000065268	WDR18	19	983174.0	994569.0	983174.0	-0.02613748241046181	33.0	0.0765	0.9390000000000001	37.0	80269.0	8.0	68874.0	9.0
Alzheimer	UKB	rs4147929	ENSG00000116032	GRIN3B	19	1000418.0	1009731.0	1000418.0	0.13913930913408748	23.0	1.89	0.0587	12.0	63025.0	7.0	53712.0	8.0
Alzheimer	UKB	rs4147929	ENSG00000182087	TMEM259	19	1009647.0	1021117.0	1021117.0	-0.4145794023167466	46.0	2.85	0.004370000000000001	9.0	42326.0	6.0	42326.0	6.0
Alzheimer	UKB	rs4147929	ENSG00000064666	CNN2	19	1026298.0	1039068.0	1026298.0	0.6817752847775762	1.0	3.02	0.00249	8.0	37145.0	4.0	24375.0	4.0
Alzheimer	UKB	rs4147929	ENSG00000064687	ABCA7	19	1040102.0	1065571.0	1040102.0	0.14968096184032406	20.0	4.77	1.86e-06	1.0	23341.0	2.0	0.0	1.0
Alzheimer	UKB	rs4147929	ENSG00000180448	HMHA1	19	1065922.0	1086627.0	1065922.0	0.3207698022728503	9.0	4.45	8.61e-06	2.0	2479.0	1.0	2479.0	2.0
Alzheimer	UKB	rs4147929	ENSG00000099817	POLR2E	19	1086594.0	1095598.0	1095598.0	0.5300265471546204	4.0	4.28	1.83e-05	4.0	32155.0	3.0	23151.0	3.0
Alzheimer	UKB	rs4147929	ENSG00000167468	GPX4	19	1103936.0	1106787.0	1103936.0	0.23567863869071634	13.0	0.8859999999999999	0.375	25.0	40493.0	5.0	40493.0	5.0
Alzheimer	UKB	rs4147929	ENSG00000064932	SBNO2	19	1107636.0	1174282.0	1174282.0	0.29431347897330273	10.0	-0.0749	0.94	38.0	110839.0	9.0	44193.0	7.0
Alzheimer	UKB	rs4147929	ENSG00000118046	STK11	19	1189406.0	1228428.0	1189406.0	0.21823008475059066	15.0	0.21	0.8340000000000001	34.0	125963.0	10.0	125963.0	11.0
Alzheimer	UKB	rs4147929	ENSG00000099625	C19orf26	19	1228286.0	1238026.0	1238026.0	-0.027885308321655096	35.0	0.266	0.79	33.0	174583.0	15.0	164843.0	14.0
Alzheimer	UKB	rs4147929	ENSG00000099624	ATP5D	19	1241749.0	1244824.0	1241749.0	-0.2855228782327792	44.0	0.6709999999999999	0.502	30.0	178306.0	16.0	178306.0	16.0
Alzheimer	UKB	rs4147929	ENSG00000167470	MIDN	19	1248552.0	1259142.0	1248552.0	0.14901537588879554	21.0	1.49	0.135	17.0	185109.0	17.0	185109.0	17.0
Alzheimer	UKB	rs4147929	ENSG00000099622	CIRBP	19	1259384.0	1274879.0	1259384.0	0.5201635673175519	5.0				195941.0	18.0	195941.0	18.0
Alzheimer	UKB	rs4147929	ENSG00000228300	C19orf24	19	1275026.0	1279248.0	1275026.0	-0.07302055012258797	39.0	0.0691	0.945	39.0	211583.0	20.0	211583.0	21.0
Alzheimer	UKB	rs4147929	ENSG00000160953	MUM1	19	1285890.0	1378430.0	1285890.0	0.34404981316134603	8.0	3.2	0.00135	6.0	222447.0	22.0	222447.0	23.0
Alzheimer	UKB	rs4147929	ENSG00000099617	EFNA2	19	1286153.0	1301430.0	1286153.0	-0.05030250628003186	38.0	0.731	0.465	29.0	222710.0	24.0	222710.0	24.0
Alzheimer	UKB	rs4147929	ENSG00000115286	NDUFS7	19	1383526.0	1395583.0	1383526.0	-0.03113565590098546	36.0	1.47	0.141	18.0	320083.0	29.0	320083.0	30.0
Alzheimer	UKB	rs4147929	ENSG00000130005	GAMT	19	1397091.0	1401569.0	1401569.0	0.016202494461630242	28.0	0.85	0.395	27.0	338126.0	30.0	333648.0	31.0
Alzheimer	UKB	rs4147929	ENSG00000071626	DAZAP1	19	1407568.0	1435719.0	1407568.0	-0.004936553805913634	32.0	2.12	0.0344	11.0	344125.0	31.0	344125.0	32.0
Alzheimer	UKB	rs4147929	ENSG00000115268	RPS15	19	1438358.0	1440583.0	1438358.0	-0.1738375165469562	43.0				374915.0	34.0	374915.0	34.0
Alzheimer	UKB	rs4147929	ENSG00000115266	APC2	19	1446300.0	1473243.0	1446300.0	0.2919891736420032	11.0	3.55	0.000392	5.0	382857.0	35.0	382857.0	36.0
Alzheimer	UKB	rs4147929	ENSG00000119559	C19orf25	19	1461142.0	1479555.0	1479555.0	-0.07838840769258244	41.0	-1.81	0.0702	13.0	416112.0	38.0	397699.0	37.0
Alzheimer	UKB	rs4147929	ENSG00000115257	PCSK4	19	1481427.0	1490751.0	1490751.0	0.1148558833410895	25.0	4.29	1.82e-05	3.0	427308.0	40.0	417984.0	39.0
Alzheimer	UKB	rs4147929	ENSG00000115255	REEP6	19	1491165.0	1497926.0	1491165.0	0.12533144011883954	24.0	3.18	0.0015	7.0	427722.0	41.0	427722.0	41.0
Alzheimer	UKB	rs4147929	ENSG00000185761	ADAMTSL5	19	1505017.0	1513603.0	1513603.0	0.19958063571589765	16.0				450160.0	43.0	441574.0	43.0
Alzheimer	UKB	rs4147929	ENSG00000185988	PLK5	19	1524073.0	1535455.0	1524073.0	-0.02626552791641746	34.0	1.78	0.0751	14.0	460630.0	44.0	460630.0	45.0
Alzheimer	UKB	rs4147929	ENSG00000181588	MEX3D	19	1554668.0	1568057.0	1568057.0	0.007856098942218665	30.0				504614.0	47.0	491225.0	47.0
Alzheimer	UKB	rs12972156	ENSG00000267508	ZNF285	19	44886459.0	44905774.0	44905774.0	0.0684199155131387	24.0	3.22	0.0012699999999999999	17.0	481685.0	29.0	481685.0	30.0
Alzheimer	UKB	rs12972156	ENSG00000167383	ZNF229	19	44921685.0	44952766.0	44952766.0	0.05063058920374446	25.0	9.97	2.11e-23	4.0	434693.0	26.0	434693.0	27.0
Alzheimer	UKB	rs12972156	ENSG00000167384	ZNF180	19	44979854.0	45004576.0	45004576.0	0.11753352080509255	23.0	7.23	4.92e-13	7.0	382883.0	25.0	382883.0	25.0
Alzheimer	UKB	rs12972156	ENSG00000216588	IGSF23	19	45116940.0	45140081.0	45116940.0	0.17394965097829695	18.0	-2.57	0.0101	21.0	270519.0	20.0	247378.0	20.0
Alzheimer	UKB	rs12972156	ENSG00000073008	PVR	19	45147098.0	45166850.0	45147098.0	-0.2177383075838038	31.0	-0.442	0.6579999999999999	27.0	240361.0	19.0	220609.0	19.0
Alzheimer	UKB	rs12972156	ENSG00000186567	CEACAM19	19	45165545.0	45187631.0	45165545.0	0.1793463756616609	17.0	10.7	1.12e-26	3.0	221914.0	18.0	199828.0	17.0
Alzheimer	UKB	rs12972156	ENSG00000213892	CEACAM16	19	45202421.0	45213986.0	45202421.0	-0.05790705273999755	29.0				185038.0	13.0	173473.0	13.0
Alzheimer	UKB	rs12972156	ENSG00000069399	BCL3	19	45250962.0	45263301.0	45250962.0	0.6126944256195607	6.0				136497.0	11.0	124158.0	11.0
Alzheimer	UKB	rs12972156	ENSG00000142273	CBLC	19	45281126.0	45303891.0	45281126.0	0.19630937601652776	15.0	2.39	0.0168	22.0	106333.0	9.0	83568.0	9.0
Alzheimer	UKB	rs12972156	ENSG00000187244	BCAM	19	45312328.0	45324673.0	45312328.0	0.14381699205002382	21.0	6.34	2.35e-10	10.0	75131.0	8.0	62786.0	7.0
Alzheimer	UKB	rs12972156	ENSG00000130202	PVRL2	19	45349432.0	45392485.0	45349432.0	0.7215961582855082	5.0	8.22	2.0499999999999998e-16	6.0	38027.0	4.0	0.0	1.0
Alzheimer	UKB	rs12972156	ENSG00000130204	TOMM40	19	45393826.0	45406946.0	45393826.0	0.72271010583125	4.0	4.49	7.200000000000001e-06	11.0	6367.0	1.0	6367.0	2.0
Alzheimer	UKB	rs12972156	ENSG00000130203	APOE	19	45409011.0	45412650.0	45409011.0	4.370305398004358	1.0	11.1	1.75e-28	2.0	21552.0	2.0	21552.0	3.0
Alzheimer	UKB	rs12972156	ENSG00000130208	APOC1	19	45417504.0	45422606.0	45417504.0	2.00563967638976	2.0	3.98	6.86e-05	12.0	30045.0	3.0	30045.0	4.0
Alzheimer	UKB	rs12972156	ENSG00000267467	APOC4	19	45445495.0	45452820.0	45445495.0	0.4118369513247984	9.0	6.6	4.19e-11	9.0	58036.0	5.0	58036.0	5.0
Alzheimer	UKB	rs12972156	ENSG00000234906	APOC2	19	45449243.0	45452822.0	45449243.0	0.32431871684283503	11.0	-3.49	0.00047999999999999996	14.0	61784.0	6.0	61784.0	6.0
Alzheimer	UKB	rs12972156	ENSG00000104853	CLPTM1	19	45457842.0	45496599.0	45457842.0	0.15031484840748696	20.0	3.43	0.000595	15.0	70383.0	7.0	70383.0	8.0
Alzheimer	UKB	rs12972156	ENSG00000104856	RELB	19	45504688.0	45541452.0	45504688.0	0.8304552660851738	3.0				117229.0	10.0	117229.0	10.0
Alzheimer	UKB	rs12972156	ENSG00000104859	CLASRP	19	45542298.0	45574214.0	45542298.0	0.42202246107340907	8.0				154839.0	12.0	154839.0	12.0
Alzheimer	UKB	rs12972156	ENSG00000170684	ZNF296	19	45574758.0	45579846.0	45579846.0	0.03407891970751768	26.0	-1.82	0.0685	25.0	192387.0	14.0	187299.0	14.0
Alzheimer	UKB	rs12972156	ENSG00000142252	GEMIN7	19	45582453.0	45594782.0	45582453.0	0.15081830107675578	19.0	11.3	1.2799999999999998e-29	1.0	194994.0	15.0	194994.0	15.0
Alzheimer	UKB	rs12972156	ENSG00000007047	MARK4	19	45582546.0	45808541.0	45582546.0	0.4910059633835573	7.0	7.23	4.94e-13	8.0	195087.0	16.0	195087.0	16.0
Alzheimer	UKB	rs12972156	ENSG00000104866	PPP1R37	19	45594654.0	45651335.0	45594654.0	0.2213579663494003	13.0	2.8	0.0050799999999999994	20.0	207195.0	17.0	207195.0	18.0
Alzheimer	UKB	rs12972156	ENSG00000179846	NKPD1	19	45653008.0	45663408.0	45663408.0	-0.0064745208769209	27.0	8.57	1.0400000000000002e-17	5.0	275949.0	21.0	265549.0	21.0
Alzheimer	UKB	rs12972156	ENSG00000007255	TRAPPC6A	19	45666186.0	45681495.0	45681495.0	0.40579980977873603	10.0	3.43	0.000607	16.0	294036.0	22.0	278727.0	22.0
Alzheimer	UKB	rs12972156	ENSG00000189114	BLOC1S3	19	45682003.0	45685059.0	45682003.0	-0.1917865540634501	30.0	3.64	0.000275	13.0	294544.0	23.0	294544.0	23.0
Alzheimer	UKB	rs12972156	ENSG00000130201	EXOC3L2	19	45715879.0	45737469.0	45737469.0	0.20245863306285247	14.0	-2.1	0.0358	23.0	350010.0	24.0	328420.0	24.0
Alzheimer	UKB	rs12972156	ENSG00000104879	CKM	19	45809672.0	45826235.0	45826235.0	0.2930094574757454	12.0	0.467	0.6409999999999999	26.0	438776.0	27.0	422213.0	26.0
Alzheimer	UKB	rs12972156	ENSG00000104892	KLC3	19	45836692.0	45854778.0	45836692.0	0.12642432041985674	22.0	-2.0	0.045	24.0	449233.0	28.0	449233.0	28.0
Alzheimer	UKB	rs12972156	ENSG00000104884	ERCC2	19	45853095.0	45874176.0	45874176.0	0.18898888762145125	16.0	3.2	0.00137	18.0	486717.0	30.0	465636.0	29.0
Alzheimer	UKB	rs12972156	ENSG00000104881	PPP1R13L	19	45882892.0	45909607.0	45909607.0	-0.015027305036486197	28.0	3.11	0.0018899999999999998	19.0	522148.0	31.0	495433.0	31.0
Anorexia	UKB	rs4622308	ENSG00000175398	OR10P1	12	56030644.0	56031638.0	56030644.0	0.023885150224532317	25.0	1.106801	0.268	20.0	438541.0	42.0	437547.0	42.0
Anorexia	UKB	rs4622308	ENSG00000170439	METTL7B	12	56075330.0	56078395.0	56075330.0	-0.13757930675229008	36.0	0.615966	0.5379999999999999	24.0	393855.0	40.0	390790.0	39.0
Anorexia	UKB	rs4622308	ENSG00000135424	ITGA7	12	56078352.0	56109827.0	56109827.0	0.046554691485711834	24.0	2.103316	0.0354	10.0	359358.0	35.0	359358.0	37.0
Anorexia	UKB	rs4622308	ENSG00000135441	BLOC1S1	12	56109820.0	56113871.0	56109820.0	0.20733533327787854	11.0	0.187416	0.851	29.0	359365.0	36.0	355314.0	36.0
Anorexia	UKB	rs4622308	ENSG00000135437	RDH5	12	56114151.0	56118489.0	56114151.0	0.19507437130270366	13.0	1.2988110000000002	0.19399999999999998	17.0	355034.0	34.0	350696.0	35.0
Anorexia	UKB	rs4622308	ENSG00000135404	CD63	12	56119107.0	56123491.0	56123491.0	-0.9218510224811424	43.0	0.156747	0.875	30.0	345694.0	33.0	345694.0	34.0
Anorexia	UKB	rs4622308	ENSG00000135414	GDF11	12	56137064.0	56150911.0	56137064.0	0.5449755813684077	3.0	1.880859	0.06	13.0	332121.0	32.0	318274.0	32.0
Anorexia	UKB	rs4622308	ENSG00000205323	SARNP	12	56146247.0	56211540.0	56211540.0	0.4040200489252711	5.0				257645.0	27.0	257645.0	28.0
Anorexia	UKB	rs4622308	ENSG00000123353	ORMDL2	12	56211703.0	56215663.0	56211703.0	0.4326904984193409	4.0				257482.0	26.0	253522.0	27.0
Anorexia	UKB	rs4622308	ENSG00000135392	DNAJC14	12	56214744.0	56224608.0	56224608.0	-0.09292248240061793	32.0				244577.0	25.0	244577.0	26.0
Anorexia	UKB	rs4622308	ENSG00000123342	MMP19	12	56229217.0	56236750.0	56236750.0	0.1319598972780217	18.0				232435.0	23.0	232435.0	23.0
Anorexia	UKB	rs4622308	ENSG00000170473	WIBG	12	56295197.0	56326402.0	56326402.0	-0.037268591177005074	28.0	-0.8565139999999999	0.392	22.0	142783.0	15.0	142783.0	17.0
Anorexia	UKB	rs4622308	ENSG00000065357	DGKA	12	56321103.0	56347811.0	56321103.0	-0.32576249823870645	40.0	0.7156600000000001	0.474	23.0	148082.0	18.0	121374.0	15.0
Anorexia	UKB	rs4622308	ENSG00000185664	PMEL	12	56347889.0	56367101.0	56367101.0	0.3303237822278485	8.0	2.196365	0.0281	7.0	102084.0	12.0	102084.0	13.0
Anorexia	UKB	rs4622308	ENSG00000123374	CDK2	12	56360553.0	56366568.0	56360553.0	-0.06972488985756024	30.0				108632.0	13.0	102617.0	14.0
Anorexia	UKB	rs4622308	ENSG00000111540	RAB5B	12	56367697.0	56388490.0	56367697.0	0.7256342232381351	1.0	-4.5798309999999995	4.65e-06	3.0	101488.0	11.0	80695.0	10.0
Anorexia	UKB	rs4622308	ENSG00000139531	SUOX	12	56390964.0	56400425.0	56390964.0	0.6479845103790257	2.0	-3.8153029999999997	0.000136	4.0	78221.0	9.0	68760.0	8.0
Anorexia	UKB	rs4622308	ENSG00000123411	IKZF4	12	56401443.0	56432219.0	56401443.0	0.0931040529962317	21.0	4.742271	2.11e-06	2.0	67742.0	7.0	36966.0	4.0
Anorexia	UKB	rs4622308	ENSG00000197728	RPS26	12	56435637.0	56438116.0	56435637.0	0.07535978016060484	22.0	5.50575	3.68e-08	1.0	33548.0	3.0	31069.0	3.0
Anorexia	UKB	rs4622308	ENSG00000065361	ERBB3	12	56473641.0	56497289.0	56473641.0	-0.3723048101217349	42.0				4456.0	1.0	4456.0	1.0
Anorexia	UKB	rs4622308	ENSG00000170515	PA2G4	12	56498103.0	56507691.0	56498103.0	-0.057782424097804576	29.0	-1.783895	0.0744	14.0	28918.0	2.0	28918.0	2.0
Anorexia	UKB	rs4622308	ENSG00000229117	RPL41	12	56510370.0	56511727.0	56510370.0	0.15075534023334572	16.0				41185.0	4.0	41185.0	5.0
Anorexia	UKB	rs4622308	ENSG00000135482	ZC3H10	12	56511943.0	56516278.0	56511943.0	0.20048247934182944	12.0	-1.344765	0.179	16.0	42758.0	5.0	42758.0	6.0
Anorexia	UKB	rs4622308	ENSG00000139641	ESYT1	12	56512034.0	56538455.0	56512034.0	0.0015738450459189394	26.0				42849.0	6.0	42849.0	7.0
Anorexia	UKB	rs4622308	ENSG00000196465	MYL6B	12	56546040.0	56553431.0	56546040.0	0.342113401668006	7.0	0.563992	0.573	25.0	76855.0	8.0	76855.0	9.0
Anorexia	UKB	rs4622308	ENSG00000092841	MYL6	12	56551945.0	56557280.0	56551945.0	-0.22234393627351973	37.0				82760.0	10.0	82760.0	11.0
